action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
7,5,7,1,0.15789473684210525,3,hit_wall,19
5,3,3,0,-0.09090909090909091,-1,hit_wall,11
1,7,7,1,0.2,3,hit_wall,15
5,5,2,0,-0.08333333333333333,-1,hit_wall,12
5,9,6,0,-0.05,-1,hit_wall,20
3,4,4,0,-0.09090909090909091,-1,hit_wall,11
3,3,3,0,-0.1111111111111111,-1,hit_wall,9
3,1,2,1,0.5,3,hit_wall,6
10,6,7,1,0.13043478260869565,3,hit_wall,23
9,12,13,0,-0.029411764705882353,-1,hit_wall,34
4,3,5,0,-0.08333333333333333,-1,hit_wall,12
9,13,6,1,0.10714285714285714,3,hit_wall,28
8,12,5,1,0.12,3,hit_wall,25
2,1,2,0,-0.2,-1,hit_wall,5
5,3,2,0,-0.1,-1,hit_wall,10
3,2,1,0,-0.16666666666666666,-1,hit_wall,6
3,4,8,0,-0.06666666666666667,-1,hit_wall,15
3,7,6,0,-0.0625,-1,hit_wall,16
1,3,3,0,-0.14285714285714285,-1,hit_wall,7
4,5,4,0,-0.07692307692307693,-1,hit_wall,13
6,9,8,0,-0.043478260869565216,-1,hit_wall,23
2,2,2,0,-0.16666666666666666,-1,hit_wall,6
3,7,5,0,-0.06666666666666667,-1,hit_wall,15
3,1,3,1,0.42857142857142855,3,hit_wall,7
5,3,4,0,-0.08333333333333333,-1,hit_wall,12
7,12,9,1,0.10714285714285714,3,hit_wall,28
3,3,3,0,-0.1111111111111111,-1,hit_wall,9
4,0,0,0,-0.25,-1,hit_wall,4
10,10,15,1,0.08571428571428572,3,hit_wall,35
4,1,0,0,-0.2,-1,hit_wall,5
1,2,7,0,-0.1,-1,hit_wall,10
8,4,6,0,-0.05555555555555555,-1,hit_wall,18
3,1,2,0,-0.16666666666666666,-1,hit_wall,6
4,1,3,0,-0.125,-1,hit_wall,8
2,4,2,0,-0.125,-1,hit_wall,8
3,2,4,0,-0.1111111111111111,-1,hit_wall,9
5,1,1,0,-0.14285714285714285,-1,hit_wall,7
4,2,1,0,-0.14285714285714285,-1,hit_wall,7
4,2,1,0,-0.14285714285714285,-1,hit_wall,7
3,7,2,0,-0.08333333333333333,-1,hit_wall,12
6,7,1,0,-0.07142857142857142,-1,hit_wall,14
3,1,1,0,-0.2,-1,hit_wall,5
1,2,3,0,-0.16666666666666666,-1,hit_wall,6
8,6,10,0,-0.041666666666666664,-1,hit_wall,24
5,6,2,0,-0.07692307692307693,-1,hit_wall,13
3,1,1,0,-0.2,-1,hit_wall,5
6,3,2,0,-0.09090909090909091,-1,hit_wall,11
0,7,10,0,-0.058823529411764705,-1,hit_wall,17
6,11,13,0,-0.03333333333333333,-1,hit_wall,30
7,9,8,1,0.125,3,hit_wall,24
1,3,3,0,-0.14285714285714285,-1,hit_wall,7
3,3,1,0,-0.14285714285714285,-1,hit_wall,7
8,12,16,1,0.08333333333333333,3,hit_wall,36
3,0,1,0,-0.25,-1,hit_wall,4
0,4,4,0,-0.125,-1,hit_wall,8
1,7,4,2,0.6666666666666666,8,hit_wall,12
6,3,4,0,-0.07692307692307693,-1,hit_wall,13
1,2,3,0,-0.16666666666666666,-1,hit_wall,6
3,3,9,0,-0.06666666666666667,-1,hit_wall,15
1,3,3,0,-0.14285714285714285,-1,hit_wall,7
4,0,0,1,0.75,3,hit_wall,4
3,3,3,0,-0.1111111111111111,-1,hit_wall,9
14,12,19,1,0.06666666666666667,3,hit_wall,45
9,18,8,0,-0.02857142857142857,-1,hit_wall,35
3,2,3,0,-0.125,-1,hit_wall,8
3,3,7,0,-0.07692307692307693,-1,hit_wall,13
4,1,3,0,-0.125,-1,hit_wall,8
4,2,3,0,-0.1111111111111111,-1,hit_wall,9
6,8,4,0,-0.05555555555555555,-1,hit_wall,18
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
6,7,3,0,-0.0625,-1,hit_wall,16
5,4,3,0,-0.08333333333333333,-1,hit_wall,12
3,2,1,0,-0.16666666666666666,-1,hit_wall,6
16,13,21,0,-0.02,-1,hit_wall,50
2,1,2,0,-0.2,-1,hit_wall,5
3,11,11,2,0.32,8,hit_wall,25
9,5,9,1,0.13043478260869565,3,hit_wall,23
2,3,3,0,-0.125,-1,hit_wall,8
5,5,3,1,0.23076923076923078,3,hit_wall,13
15,11,13,1,0.07692307692307693,3,hit_wall,39
3,6,4,1,0.23076923076923078,3,hit_wall,13
4,5,7,0,-0.0625,-1,hit_wall,16
3,1,2,0,-0.16666666666666666,-1,hit_wall,6
2,2,2,1,0.5,3,hit_wall,6
1,2,3,1,0.5,3,hit_wall,6
2,3,3,1,0.375,3,hit_wall,8
1,3,3,0,-0.14285714285714285,-1,hit_wall,7
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
5,3,7,0,-0.06666666666666667,-1,hit_wall,15
6,8,2,0,-0.0625,-1,hit_wall,16
10,7,15,1,0.09375,3,hit_wall,32
6,6,1,0,-0.07692307692307693,-1,hit_wall,13
3,1,2,0,-0.16666666666666666,-1,hit_wall,6
4,1,2,0,-0.14285714285714285,-1,hit_wall,7
4,2,1,1,0.42857142857142855,3,hit_wall,7
6,10,5,0,-0.047619047619047616,-1,hit_wall,21
2,3,2,0,-0.14285714285714285,-1,hit_wall,7
3,3,10,0,-0.0625,-1,hit_wall,16
3,1,2,0,-0.16666666666666666,-1,hit_wall,6
14,5,23,0,-0.023809523809523808,-1,hit_wall,42
3,2,4,0,-0.1111111111111111,-1,hit_wall,9
7,7,2,1,0.1875,3,hit_wall,16
4,2,3,0,-0.1111111111111111,-1,hit_wall,9
4,6,2,0,-0.08333333333333333,-1,hit_wall,12
5,4,3,0,-0.08333333333333333,-1,hit_wall,12
3,5,4,0,-0.08333333333333333,-1,hit_wall,12
2,4,4,0,-0.1,-1,hit_wall,10
3,0,1,0,-0.25,-1,hit_wall,4
2,2,3,0,-0.14285714285714285,-1,hit_wall,7
6,6,5,0,-0.058823529411764705,-1,hit_wall,17
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
9,8,6,0,-0.043478260869565216,-1,hit_wall,23
5,4,7,0,-0.0625,-1,hit_wall,16
10,13,9,0,-0.03125,-1,hit_wall,32
4,5,6,0,-0.06666666666666667,-1,hit_wall,15
14,12,11,0,-0.02702702702702703,-1,hit_wall,37
2,2,2,0,-0.16666666666666666,-1,hit_wall,6
5,5,5,1,0.2,3,hit_wall,15
3,8,4,0,-0.06666666666666667,-1,hit_wall,15
7,6,7,0,-0.05,-1,hit_wall,20
3,3,3,0,-0.1111111111111111,-1,hit_wall,9
3,1,1,0,-0.2,-1,hit_wall,5
3,1,1,0,-0.2,-1,hit_wall,5
5,5,8,0,-0.05555555555555555,-1,hit_wall,18
3,6,8,0,-0.058823529411764705,-1,hit_wall,17
4,7,5,0,-0.0625,-1,hit_wall,16
8,5,6,0,-0.05263157894736842,-1,hit_wall,19
4,1,6,1,0.2727272727272727,3,hit_wall,11
11,12,9,0,-0.03125,-1,hit_wall,32
6,10,8,0,-0.041666666666666664,-1,hit_wall,24
3,4,5,0,-0.08333333333333333,-1,hit_wall,12
4,6,2,0,-0.08333333333333333,-1,hit_wall,12
7,8,7,0,-0.045454545454545456,-1,hit_wall,22
6,8,5,0,-0.05263157894736842,-1,hit_wall,19
4,3,2,0,-0.1111111111111111,-1,hit_wall,9
6,5,10,0,-0.047619047619047616,-1,hit_wall,21
2,2,2,0,-0.16666666666666666,-1,hit_wall,6
2,3,4,0,-0.1111111111111111,-1,hit_wall,9
3,3,3,0,-0.1111111111111111,-1,hit_wall,9
6,3,1,1,0.3,3,hit_wall,10
5,5,8,2,0.4444444444444444,8,hit_wall,18
11,9,10,0,-0.03333333333333333,-1,hit_wall,30
4,4,9,0,-0.058823529411764705,-1,hit_wall,17
3,3,3,0,-0.1111111111111111,-1,hit_wall,9
8,12,4,1,0.125,3,hit_wall,24
1,7,7,0,-0.06666666666666667,-1,hit_wall,15
2,5,9,0,-0.0625,-1,hit_wall,16
2,3,3,0,-0.125,-1,hit_wall,8
4,3,3,0,-0.1,-1,hit_wall,10
4,2,3,1,0.3333333333333333,3,hit_wall,9
1,4,3,0,-0.125,-1,hit_wall,8
8,13,5,0,-0.038461538461538464,-1,hit_wall,26
1,3,3,1,0.42857142857142855,3,hit_wall,7
8,9,11,0,-0.03571428571428571,-1,hit_wall,28
1,2,3,0,-0.16666666666666666,-1,hit_wall,6
4,4,3,0,-0.09090909090909091,-1,hit_wall,11
4,1,3,0,-0.125,-1,hit_wall,8
6,7,4,0,-0.058823529411764705,-1,hit_wall,17
3,7,4,0,-0.07142857142857142,-1,hit_wall,14
4,0,0,0,-0.25,-1,hit_wall,4
5,0,5,0,-0.1,-1,hit_wall,10
6,3,1,0,-0.1,-1,hit_wall,10
3,2,1,0,-0.16666666666666666,-1,hit_wall,6
