action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
2,1,13,2,0.5,8,hit_own_body,16
2,2,3,0,-0.14285714285714285,-1,hit_wall,7
8,32,11,1,0.058823529411764705,3,hit_wall,51
12,31,2,1,0.06666666666666667,3,hit_wall,45
3,1,1,0,-0.2,-1,hit_wall,5
3,0,1,0,-0.25,-1,hit_wall,4
10,5,1,0,-0.0625,-1,hit_wall,16
3,2,7,0,-0.08333333333333333,-1,hit_wall,12
1,2,3,0,-0.16666666666666666,-1,hit_wall,6
26,58,8,2,0.08695652173913043,8,hit_wall,92
7,17,1,0,-0.04,-1,hit_wall,25
4,9,2,0,-0.06666666666666667,-1,hit_wall,15
1,2,3,0,-0.16666666666666666,-1,hit_wall,6
5,1,7,1,0.23076923076923078,3,hit_wall,13
23,42,3,0,-0.014705882352941176,-1,hit_wall,68
13,18,7,0,-0.02631578947368421,-1,hit_wall,38
8,15,4,0,-0.037037037037037035,-1,hit_wall,27
2,0,5,2,1.1428571428571428,8,hit_own_body,7
6,15,4,0,-0.04,-1,hit_wall,25
4,6,3,0,-0.07692307692307693,-1,hit_wall,13
4,6,3,0,-0.07692307692307693,-1,hit_wall,13
8,7,3,1,0.16666666666666666,3,hit_wall,18
14,22,8,1,0.06818181818181818,3,hit_wall,44
5,23,8,1,0.08333333333333333,3,hit_wall,36
3,13,2,1,0.16666666666666666,3,hit_wall,18
3,9,2,0,-0.07142857142857142,-1,hit_wall,14
3,3,2,0,-0.125,-1,hit_wall,8
6,2,3,0,-0.09090909090909091,-1,hit_wall,11
13,16,20,1,0.061224489795918366,3,hit_wall,49
7,3,1,0,-0.09090909090909091,-1,hit_wall,11
5,13,2,0,-0.05,-1,hit_wall,20
3,1,3,0,-0.14285714285714285,-1,hit_wall,7
4,4,6,2,0.5714285714285714,8,hit_own_body,14
3,1,3,0,-0.14285714285714285,-1,hit_wall,7
2,4,3,0,-0.1111111111111111,-1,hit_wall,9
3,5,2,0,-0.1,-1,hit_wall,10
2,2,3,0,-0.14285714285714285,-1,hit_wall,7
2,10,4,0,-0.0625,-1,hit_wall,16
3,0,9,1,0.25,3,hit_wall,12
