action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
0,4,4,0,-0.125,-1,hit_wall,8
4,6,3,0,-0.07692307692307693,-1,hit_wall,13
3,5,4,0,-0.08333333333333333,-1,hit_wall,12
3,0,1,0,-0.25,-1,hit_wall,4
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
4,3,1,0,-0.125,-1,hit_wall,8
6,1,6,1,0.23076923076923078,3,hit_wall,13
2,2,2,0,-0.16666666666666666,-1,hit_wall,6
4,3,7,0,-0.07142857142857142,-1,hit_wall,14
3,4,3,0,-0.1,-1,hit_wall,10
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
3,4,6,1,0.23076923076923078,3,hit_wall,13
5,4,7,0,-0.0625,-1,hit_wall,16
3,3,3,0,-0.1111111111111111,-1,hit_wall,9
4,1,5,0,-0.1,-1,hit_wall,10
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
1,2,3,0,-0.16666666666666666,-1,hit_wall,6
