action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
6,7,6,0,-0.05263157894736842,-1,hit_wall,19
21,16,24,1,0.04918032786885246,3,hit_wall,61
9,16,13,0,-0.02631578947368421,-1,hit_wall,38
7,5,4,0,-0.0625,-1,hit_wall,16
15,18,25,0,-0.017241379310344827,-1,hit_wall,58
11,18,20,0,-0.02040816326530612,-1,hit_wall,49
39,48,32,2,0.06722689075630252,8,hit_own_body,119
2,3,3,0,-0.125,-1,hit_wall,8
4,2,2,0,-0.125,-1,hit_wall,8
3,6,7,0,-0.0625,-1,hit_wall,16
5,15,14,0,-0.029411764705882353,-1,hit_wall,34
13,14,14,0,-0.024390243902439025,-1,hit_wall,41
4,6,5,0,-0.06666666666666667,-1,hit_wall,15
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
22,21,12,0,-0.01818181818181818,-1,hit_wall,55
7,7,11,0,-0.04,-1,hit_wall,25
9,12,7,0,-0.03571428571428571,-1,hit_wall,28
24,38,30,2,0.08695652173913043,8,hit_wall,92
5,7,4,0,-0.0625,-1,hit_wall,16
9,2,2,0,-0.07692307692307693,-1,hit_wall,13
35,48,37,0,-0.008333333333333333,-1,hit_wall,120
10,12,6,0,-0.03571428571428571,-1,hit_wall,28
2,3,3,0,-0.125,-1,hit_wall,8
6,4,11,0,-0.047619047619047616,-1,hit_wall,21
4,4,5,0,-0.07692307692307693,-1,hit_wall,13
4,7,6,0,-0.058823529411764705,-1,hit_wall,17
26,34,42,0,-0.00980392156862745,-1,hit_wall,102
5,3,3,1,0.2727272727272727,3,hit_wall,11
21,19,22,0,-0.016129032258064516,-1,hit_wall,62
7,3,3,0,-0.07692307692307693,-1,hit_wall,13
15,3,7,0,-0.04,-1,hit_wall,25
27,34,32,0,-0.010752688172043012,-1,hit_wall,93
9,16,12,0,-0.02702702702702703,-1,hit_wall,37
35,47,41,1,0.024390243902439025,3,hit_wall,123
5,2,2,0,-0.1111111111111111,-1,hit_wall,9
4,5,1,0,-0.1,-1,hit_wall,10
51,62,62,0,-0.005714285714285714,-1,hit_wall,175
5,5,4,0,-0.07142857142857142,-1,hit_wall,14
