action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
35,40,38,1,0.02654867256637168,3,hit_wall,113
16,19,18,0,-0.018867924528301886,-1,hit_wall,53
6,5,5,0,-0.0625,-1,hit_wall,16
37,30,32,1,0.030303030303030304,3,hit_wall,99
14,10,16,1,0.075,3,hit_wall,40
8,5,4,0,-0.058823529411764705,-1,hit_wall,17
12,11,10,2,0.24242424242424243,8,hit_wall,33
27,24,37,0,-0.011363636363636364,-1,hit_wall,88
7,10,5,0,-0.045454545454545456,-1,hit_wall,22
3,4,4,0,-0.09090909090909091,-1,hit_wall,11
9,15,11,0,-0.02857142857142857,-1,hit_wall,35
8,4,3,0,-0.06666666666666667,-1,hit_wall,15
8,12,5,0,-0.04,-1,hit_wall,25
6,9,10,0,-0.04,-1,hit_wall,25
11,4,11,0,-0.038461538461538464,-1,hit_wall,26
8,12,4,0,-0.041666666666666664,-1,hit_wall,24
4,6,5,0,-0.06666666666666667,-1,hit_wall,15
6,1,5,0,-0.08333333333333333,-1,hit_wall,12
4,4,4,1,0.25,3,hit_wall,12
5,8,8,0,-0.047619047619047616,-1,hit_wall,21
8,15,12,1,0.08571428571428572,3,hit_wall,35
7,5,8,0,-0.05,-1,hit_wall,20
13,14,16,0,-0.023255813953488372,-1,hit_wall,43
12,17,12,0,-0.024390243902439025,-1,hit_wall,41
4,8,7,1,0.15789473684210525,3,hit_wall,19
7,5,4,0,-0.0625,-1,hit_wall,16
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
6,1,1,1,0.375,3,hit_wall,8
9,10,9,0,-0.03571428571428571,-1,hit_wall,28
8,7,7,1,0.13636363636363635,3,hit_wall,22
27,35,40,0,-0.00980392156862745,-1,hit_wall,102
6,5,1,0,-0.08333333333333333,-1,hit_wall,12
6,14,6,1,0.11538461538461539,3,hit_wall,26
7,3,6,0,-0.0625,-1,hit_wall,16
3,8,7,0,-0.05555555555555555,-1,hit_wall,18
6,5,9,1,0.15,3,hit_wall,20
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
42,45,45,1,0.022727272727272728,3,hit_wall,132
5,3,7,0,-0.06666666666666667,-1,hit_wall,15
27,22,31,0,-0.0125,-1,hit_wall,80
4,1,5,0,-0.1,-1,hit_wall,10
13,12,11,0,-0.027777777777777776,-1,hit_wall,36
14,10,18,0,-0.023809523809523808,-1,hit_wall,42
8,9,13,0,-0.03333333333333333,-1,hit_wall,30
