action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
32,24,29,1,0.03529411764705882,3,hit_wall,85
4,2,3,0,-0.1111111111111111,-1,hit_wall,9
26,32,20,0,-0.01282051282051282,-1,hit_wall,78
9,3,2,0,-0.07142857142857142,-1,hit_wall,14
15,22,17,0,-0.018518518518518517,-1,hit_wall,54
4,7,3,0,-0.07142857142857142,-1,hit_wall,14
20,25,20,1,0.046153846153846156,3,hit_wall,65
6,15,8,0,-0.034482758620689655,-1,hit_wall,29
3,3,4,0,-0.1,-1,hit_wall,10
4,3,4,0,-0.09090909090909091,-1,hit_wall,11
3,6,2,0,-0.09090909090909091,-1,hit_wall,11
10,11,3,0,-0.041666666666666664,-1,hit_wall,24
6,2,5,0,-0.07692307692307693,-1,hit_wall,13
10,12,15,0,-0.02702702702702703,-1,hit_wall,37
4,7,8,0,-0.05263157894736842,-1,hit_wall,19
5,3,6,0,-0.07142857142857142,-1,hit_wall,14
10,17,5,0,-0.03125,-1,hit_wall,32
8,7,4,0,-0.05263157894736842,-1,hit_wall,19
12,10,11,1,0.09090909090909091,3,hit_wall,33
7,3,3,0,-0.07692307692307693,-1,hit_wall,13
4,3,2,0,-0.1111111111111111,-1,hit_wall,9
5,6,2,0,-0.07692307692307693,-1,hit_wall,13
6,11,3,0,-0.05,-1,hit_wall,20
8,4,5,0,-0.058823529411764705,-1,hit_wall,17
8,2,6,0,-0.0625,-1,hit_wall,16
10,13,16,0,-0.02564102564102564,-1,hit_wall,39
5,2,5,0,-0.08333333333333333,-1,hit_wall,12
6,7,6,0,-0.05263157894736842,-1,hit_wall,19
5,3,3,1,0.2727272727272727,3,hit_wall,11
10,13,13,0,-0.027777777777777776,-1,hit_wall,36
5,3,3,0,-0.09090909090909091,-1,hit_wall,11
6,10,6,0,-0.045454545454545456,-1,hit_wall,22
20,24,26,0,-0.014285714285714285,-1,hit_wall,70
11,11,23,0,-0.022222222222222223,-1,hit_wall,45
6,7,3,0,-0.0625,-1,hit_wall,16
11,6,14,2,0.25806451612903225,8,hit_wall,31
5,5,4,1,0.21428571428571427,3,hit_wall,14
2,4,4,0,-0.1,-1,hit_wall,10
4,2,2,0,-0.125,-1,hit_wall,8
7,6,9,0,-0.045454545454545456,-1,hit_wall,22
4,3,2,0,-0.1111111111111111,-1,hit_wall,9
6,6,10,0,-0.045454545454545456,-1,hit_wall,22
4,5,5,0,-0.07142857142857142,-1,hit_wall,14
6,2,2,0,-0.1,-1,hit_wall,10
24,25,26,0,-0.013333333333333334,-1,hit_wall,75
4,5,8,0,-0.058823529411764705,-1,hit_wall,17
14,10,11,1,0.08571428571428572,3,hit_wall,35
3,6,5,0,-0.07142857142857142,-1,hit_wall,14
2,3,3,0,-0.125,-1,hit_wall,8
7,12,15,0,-0.029411764705882353,-1,hit_wall,34
5,6,5,1,0.1875,3,hit_wall,16
11,9,18,1,0.07894736842105263,3,hit_wall,38
8,7,4,0,-0.05263157894736842,-1,hit_wall,19
6,9,16,0,-0.03225806451612903,-1,hit_wall,31
4,5,6,0,-0.06666666666666667,-1,hit_wall,15
7,10,13,0,-0.03333333333333333,-1,hit_wall,30
18,28,27,1,0.0410958904109589,3,hit_wall,73
11,14,12,0,-0.02702702702702703,-1,hit_wall,37
6,5,4,0,-0.06666666666666667,-1,hit_wall,15
33,28,26,1,0.034482758620689655,3,hit_wall,87
14,16,23,0,-0.018867924528301886,-1,hit_wall,53
4,2,2,0,-0.125,-1,hit_wall,8
11,16,8,0,-0.02857142857142857,-1,hit_wall,35
29,23,42,0,-0.010638297872340425,-1,hit_wall,94
4,2,2,0,-0.125,-1,hit_wall,8
10,8,8,0,-0.038461538461538464,-1,hit_wall,26
17,12,14,0,-0.023255813953488372,-1,hit_wall,43
23,30,15,0,-0.014705882352941176,-1,hit_wall,68
14,8,10,0,-0.03125,-1,hit_wall,32
4,3,3,0,-0.1,-1,hit_wall,10
5,6,6,0,-0.058823529411764705,-1,hit_wall,17
12,11,18,1,0.07317073170731707,3,hit_wall,41
13,13,13,0,-0.02564102564102564,-1,hit_wall,39
19,13,15,0,-0.02127659574468085,-1,hit_wall,47
8,16,24,1,0.0625,3,hit_wall,48
6,2,3,0,-0.09090909090909091,-1,hit_wall,11
8,8,13,0,-0.034482758620689655,-1,hit_wall,29
6,8,11,0,-0.04,-1,hit_wall,25
7,6,3,0,-0.0625,-1,hit_wall,16
9,16,12,0,-0.02702702702702703,-1,hit_wall,37
3,5,6,1,0.21428571428571427,3,hit_wall,14
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
17,11,16,1,0.06818181818181818,3,hit_wall,44
7,11,9,0,-0.037037037037037035,-1,hit_wall,27
31,39,34,0,-0.009615384615384616,-1,hit_wall,104
4,6,7,1,0.17647058823529413,3,hit_wall,17
5,17,16,0,-0.02631578947368421,-1,hit_wall,38
24,29,14,1,0.04477611940298507,3,hit_wall,67
12,6,13,0,-0.03225806451612903,-1,hit_wall,31
3,2,6,0,-0.09090909090909091,-1,hit_wall,11
8,14,6,0,-0.03571428571428571,-1,hit_wall,28
21,20,20,1,0.04918032786885246,3,hit_wall,61
6,5,9,0,-0.05,-1,hit_wall,20
3,3,4,0,-0.1,-1,hit_wall,10
13,12,13,0,-0.02631578947368421,-1,hit_wall,38
8,17,21,1,0.06521739130434782,3,hit_wall,46
7,12,11,0,-0.03333333333333333,-1,hit_wall,30
25,30,35,2,0.08888888888888889,8,hit_wall,90
3,6,5,0,-0.07142857142857142,-1,hit_wall,14
8,4,4,0,-0.0625,-1,hit_wall,16
5,4,3,0,-0.08333333333333333,-1,hit_wall,12
3,4,4,0,-0.09090909090909091,-1,hit_wall,11
4,3,3,0,-0.1,-1,hit_wall,10
15,6,14,0,-0.02857142857142857,-1,hit_wall,35
