action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
9,8,6,1,0.13043478260869565,3,hit_wall,23
14,19,14,0,-0.02127659574468085,-1,hit_wall,47
9,7,7,1,0.13043478260869565,3,hit_wall,23
16,9,10,0,-0.02857142857142857,-1,hit_wall,35
3,4,4,0,-0.09090909090909091,-1,hit_wall,11
9,6,9,0,-0.041666666666666664,-1,hit_wall,24
7,10,9,2,0.3076923076923077,8,hit_own_body,26
6,5,8,0,-0.05263157894736842,-1,hit_wall,19
15,21,19,0,-0.01818181818181818,-1,hit_wall,55
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
22,16,7,0,-0.022222222222222223,-1,hit_wall,45
20,7,14,0,-0.024390243902439025,-1,hit_wall,41
5,3,7,0,-0.06666666666666667,-1,hit_wall,15
5,5,6,0,-0.0625,-1,hit_wall,16
4,6,6,1,0.1875,3,hit_wall,16
20,14,11,1,0.06666666666666667,3,hit_wall,45
3,4,5,0,-0.08333333333333333,-1,hit_wall,12
30,30,15,1,0.04,3,hit_wall,75
5,14,11,0,-0.03333333333333333,-1,hit_wall,30
4,6,6,0,-0.0625,-1,hit_wall,16
16,13,12,0,-0.024390243902439025,-1,hit_wall,41
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
38,48,27,0,-0.008849557522123894,-1,hit_wall,113
15,12,16,0,-0.023255813953488372,-1,hit_wall,43
8,5,6,0,-0.05263157894736842,-1,hit_wall,19
9,8,13,0,-0.03333333333333333,-1,hit_wall,30
5,9,12,1,0.11538461538461539,3,hit_wall,26
2,3,3,0,-0.125,-1,hit_wall,8
5,3,2,0,-0.1,-1,hit_wall,10
7,8,8,0,-0.043478260869565216,-1,hit_wall,23
9,13,21,0,-0.023255813953488372,-1,hit_wall,43
11,10,20,1,0.07317073170731707,3,hit_wall,41
5,7,7,0,-0.05263157894736842,-1,hit_wall,19
5,7,7,0,-0.05263157894736842,-1,hit_wall,19
9,5,1,0,-0.06666666666666667,-1,hit_wall,15
10,7,12,0,-0.034482758620689655,-1,hit_wall,29
8,5,5,0,-0.05555555555555555,-1,hit_wall,18
3,9,5,0,-0.058823529411764705,-1,hit_wall,17
15,11,12,0,-0.02631578947368421,-1,hit_wall,38
7,20,20,1,0.06382978723404255,3,hit_wall,47
13,14,13,1,0.075,3,hit_wall,40
12,24,19,0,-0.01818181818181818,-1,hit_wall,55
3,8,4,0,-0.06666666666666667,-1,hit_wall,15
10,12,10,0,-0.03125,-1,hit_wall,32
2,5,8,0,-0.06666666666666667,-1,hit_wall,15
18,21,11,0,-0.02,-1,hit_wall,50
7,9,5,0,-0.047619047619047616,-1,hit_wall,21
7,5,1,0,-0.07692307692307693,-1,hit_wall,13
6,3,4,0,-0.07692307692307693,-1,hit_wall,13
8,9,10,0,-0.037037037037037035,-1,hit_wall,27
9,11,6,0,-0.038461538461538464,-1,hit_wall,26
7,7,8,0,-0.045454545454545456,-1,hit_wall,22
5,3,5,0,-0.07692307692307693,-1,hit_wall,13
5,3,2,0,-0.1,-1,hit_wall,10
13,4,11,0,-0.03571428571428571,-1,hit_wall,28
