action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
11,11,16,0,-0.02631578947368421,-1,hit_wall,38
21,27,21,1,0.043478260869565216,3,hit_wall,69
9,8,8,0,-0.04,-1,hit_wall,25
14,10,17,0,-0.024390243902439025,-1,hit_wall,41
14,20,10,0,-0.022727272727272728,-1,hit_wall,44
8,14,10,0,-0.03125,-1,hit_wall,32
6,8,3,0,-0.058823529411764705,-1,hit_wall,17
9,14,10,0,-0.030303030303030304,-1,hit_wall,33
24,23,24,0,-0.014084507042253521,-1,hit_wall,71
9,10,5,0,-0.041666666666666664,-1,hit_wall,24
3,6,7,0,-0.0625,-1,hit_wall,16
13,22,12,1,0.06382978723404255,3,hit_wall,47
7,8,6,0,-0.047619047619047616,-1,hit_wall,21
16,11,8,1,0.08571428571428572,3,hit_wall,35
10,8,12,0,-0.03333333333333333,-1,hit_wall,30
12,5,4,0,-0.047619047619047616,-1,hit_wall,21
12,17,6,0,-0.02857142857142857,-1,hit_wall,35
6,7,17,1,0.1,3,hit_wall,30
8,7,8,0,-0.043478260869565216,-1,hit_wall,23
9,11,4,0,-0.041666666666666664,-1,hit_wall,24
3,4,4,0,-0.09090909090909091,-1,hit_wall,11
5,5,6,0,-0.0625,-1,hit_wall,16
6,6,7,0,-0.05263157894736842,-1,hit_wall,19
10,9,13,0,-0.03125,-1,hit_wall,32
17,29,20,0,-0.015151515151515152,-1,hit_wall,66
15,7,12,1,0.08823529411764706,3,hit_wall,34
5,5,5,1,0.2,3,hit_wall,15
20,18,23,0,-0.01639344262295082,-1,hit_wall,61
10,8,11,0,-0.034482758620689655,-1,hit_wall,29
12,6,6,0,-0.041666666666666664,-1,hit_wall,24
2,3,3,0,-0.125,-1,hit_wall,8
11,12,9,1,0.09375,3,hit_wall,32
26,14,13,0,-0.018867924528301886,-1,hit_wall,53
56,47,50,1,0.0196078431372549,3,hit_wall,153
32,25,31,0,-0.011363636363636364,-1,hit_wall,88
2,3,3,0,-0.125,-1,hit_wall,8
5,6,9,0,-0.05,-1,hit_wall,20
7,13,7,0,-0.037037037037037035,-1,hit_wall,27
4,10,8,0,-0.045454545454545456,-1,hit_wall,22
5,8,8,0,-0.047619047619047616,-1,hit_wall,21
8,2,7,0,-0.058823529411764705,-1,hit_wall,17
4,7,4,0,-0.06666666666666667,-1,hit_wall,15
6,7,4,0,-0.058823529411764705,-1,hit_wall,17
11,14,9,0,-0.029411764705882353,-1,hit_wall,34
9,8,9,0,-0.038461538461538464,-1,hit_wall,26
6,12,9,1,0.1111111111111111,3,hit_wall,27
6,9,5,0,-0.05,-1,hit_wall,20
19,17,17,0,-0.018867924528301886,-1,hit_wall,53
11,14,12,0,-0.02702702702702703,-1,hit_wall,37
5,16,11,0,-0.03125,-1,hit_wall,32
26,17,31,0,-0.013513513513513514,-1,hit_wall,74
13,14,13,0,-0.025,-1,hit_wall,40
5,5,5,0,-0.06666666666666667,-1,hit_wall,15
32,41,39,1,0.026785714285714284,3,hit_wall,112
5,3,2,0,-0.1,-1,hit_wall,10
7,8,7,0,-0.045454545454545456,-1,hit_wall,22
25,14,18,1,0.05263157894736842,3,hit_wall,57
6,11,8,0,-0.04,-1,hit_wall,25
6,10,14,0,-0.03333333333333333,-1,hit_wall,30
7,16,9,0,-0.03125,-1,hit_wall,32
9,17,10,0,-0.027777777777777776,-1,hit_wall,36
4,6,9,0,-0.05263157894736842,-1,hit_wall,19
8,13,9,0,-0.03333333333333333,-1,hit_wall,30
7,2,3,0,-0.08333333333333333,-1,hit_wall,12
8,5,6,0,-0.05263157894736842,-1,hit_wall,19
5,5,5,0,-0.06666666666666667,-1,hit_wall,15
29,41,23,0,-0.010752688172043012,-1,hit_wall,93
6,9,10,0,-0.04,-1,hit_wall,25
7,10,11,0,-0.03571428571428571,-1,hit_wall,28
6,11,14,0,-0.03225806451612903,-1,hit_wall,31
8,23,16,1,0.06382978723404255,3,hit_wall,47
6,8,9,0,-0.043478260869565216,-1,hit_wall,23
22,15,26,0,-0.015873015873015872,-1,hit_wall,63
72,91,70,1,0.012875536480686695,3,hit_wall,233
8,12,8,0,-0.03571428571428571,-1,hit_wall,28
16,7,17,0,-0.025,-1,hit_wall,40
5,6,6,0,-0.058823529411764705,-1,hit_wall,17
6,6,5,0,-0.058823529411764705,-1,hit_wall,17
22,25,37,0,-0.011904761904761904,-1,hit_wall,84
26,24,27,0,-0.012987012987012988,-1,hit_wall,77
8,9,5,0,-0.045454545454545456,-1,hit_wall,22
8,5,6,1,0.15789473684210525,3,hit_wall,19
8,6,1,0,-0.06666666666666667,-1,hit_wall,15
13,10,18,0,-0.024390243902439025,-1,hit_wall,41
14,8,11,1,0.09090909090909091,3,hit_wall,33
40,51,60,0,-0.006622516556291391,-1,hit_wall,151
12,11,11,0,-0.029411764705882353,-1,hit_wall,34
4,6,6,0,-0.0625,-1,hit_wall,16
4,7,7,0,-0.05555555555555555,-1,hit_wall,18
20,23,15,1,0.05172413793103448,3,hit_wall,58
13,14,13,0,-0.025,-1,hit_wall,40
11,15,18,0,-0.022727272727272728,-1,hit_wall,44
7,12,11,0,-0.03333333333333333,-1,hit_wall,30
8,3,3,0,-0.07142857142857142,-1,hit_wall,14
5,15,5,0,-0.04,-1,hit_wall,25
11,8,9,0,-0.03571428571428571,-1,hit_wall,28
