action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
18,12,18,2,0.16666666666666666,8,hit_own_body,48
41,32,26,1,0.030303030303030304,3,hit_wall,99
7,6,4,0,-0.058823529411764705,-1,hit_wall,17
63,45,38,5,0.19863013698630136,29,hit_own_body,146
14,12,12,2,0.21052631578947367,8,hit_own_body,38
25,25,10,1,0.05,3,hit_wall,60
13,7,16,2,0.2222222222222222,8,hit_wall,36
20,14,12,4,0.45652173913043476,21,hit_own_body,46
24,30,25,2,0.10126582278481013,8,hit_own_body,79
48,75,49,2,0.046511627906976744,8,hit_own_body,172
4,14,6,1,0.125,3,hit_wall,24
29,30,45,1,0.028846153846153848,3,hit_wall,104
12,23,25,1,0.05,3,hit_wall,60
17,14,19,0,-0.02,-1,hit_wall,50
10,11,17,0,-0.02631578947368421,-1,hit_wall,38
6,6,11,1,0.13043478260869565,3,hit_wall,23
23,49,42,1,0.02631578947368421,3,hit_wall,114
6,2,4,0,-0.08333333333333333,-1,hit_wall,12
10,5,6,1,0.14285714285714285,3,hit_wall,21
12,27,21,2,0.13333333333333333,8,hit_own_body,60
