action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
16,17,21,2,0.14814814814814814,8,hit_own_body,54
19,29,9,0,-0.017543859649122806,-1,hit_wall,57
34,20,27,0,-0.012345679012345678,-1,hit_wall,81
37,33,63,0,-0.007518796992481203,-1,hit_wall,133
71,66,69,1,0.014563106796116505,3,hit_wall,206
35,31,19,0,-0.011764705882352941,-1,hit_wall,85
25,49,42,0,-0.008620689655172414,-1,hit_wall,116
43,59,75,0,-0.005649717514124294,-1,hit_wall,177
42,43,19,0,-0.009615384615384616,-1,hit_wall,104
13,22,31,0,-0.015151515151515152,-1,hit_wall,66
9,21,17,0,-0.02127659574468085,-1,hit_wall,47
25,10,40,1,0.04,3,hit_wall,75
3,5,13,0,-0.047619047619047616,-1,hit_wall,21
10,8,20,0,-0.02631578947368421,-1,hit_wall,38
41,31,81,0,-0.006535947712418301,-1,hit_wall,153
7,20,41,0,-0.014705882352941176,-1,hit_wall,68
16,6,39,0,-0.01639344262295082,-1,hit_wall,61
9,11,11,0,-0.03225806451612903,-1,hit_wall,31
57,57,65,0,-0.00558659217877095,-1,hit_wall,179
21,31,35,0,-0.011494252873563218,-1,hit_wall,87
26,21,13,0,-0.016666666666666666,-1,hit_wall,60
18,55,43,0,-0.008620689655172414,-1,hit_wall,116
34,33,65,0,-0.007575757575757576,-1,hit_wall,132
6,9,5,1,0.15,3,hit_wall,20
7,47,8,0,-0.016129032258064516,-1,hit_wall,62
7,4,8,0,-0.05263157894736842,-1,hit_wall,19
15,16,12,0,-0.023255813953488372,-1,hit_wall,43
10,10,6,0,-0.038461538461538464,-1,hit_wall,26
18,22,3,0,-0.023255813953488372,-1,hit_wall,43
33,49,63,0,-0.006896551724137931,-1,hit_wall,145
123,139,102,0,-0.0027472527472527475,-1,hit_wall,364
53,33,90,0,-0.005681818181818182,-1,hit_wall,176
