action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
4,2,2,0,-0.125,-1,hit_wall,8
26,24,36,0,-0.011627906976744186,-1,hit_wall,86
19,32,17,2,0.11764705882352941,8,hit_own_body,68
14,21,14,1,0.061224489795918366,3,hit_wall,49
14,20,15,1,0.061224489795918366,3,hit_wall,49
5,8,6,0,-0.05263157894736842,-1,hit_wall,19
5,6,3,1,0.21428571428571427,3,hit_wall,14
10,7,5,1,0.13636363636363635,3,hit_wall,22
1,10,5,0,-0.0625,-1,hit_wall,16
18,16,22,0,-0.017857142857142856,-1,hit_wall,56
3,7,9,0,-0.05263157894736842,-1,hit_wall,19
10,11,8,0,-0.034482758620689655,-1,hit_wall,29
8,13,22,2,0.18604651162790697,8,hit_own_body,43
14,19,16,1,0.061224489795918366,3,hit_wall,49
16,25,22,1,0.047619047619047616,3,hit_wall,63
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
22,36,27,2,0.09411764705882353,8,hit_wall,85
13,12,16,1,0.07317073170731707,3,hit_wall,41
12,10,8,1,0.1,3,hit_wall,30
8,3,9,0,-0.05,-1,hit_wall,20
23,19,34,3,0.18421052631578946,14,hit_own_body,76
8,17,5,1,0.1,3,hit_wall,30
8,10,12,2,0.26666666666666666,8,hit_own_body,30
25,17,13,0,-0.01818181818181818,-1,hit_wall,55
6,10,5,0,-0.047619047619047616,-1,hit_wall,21
23,27,29,1,0.0379746835443038,3,hit_wall,79
14,25,20,1,0.05084745762711865,3,hit_wall,59
15,10,16,1,0.07317073170731707,3,hit_wall,41
23,16,16,2,0.14545454545454545,8,hit_wall,55
24,29,17,1,0.04285714285714286,3,hit_wall,70
23,26,19,0,-0.014705882352941176,-1,hit_wall,68
5,7,8,1,0.15,3,hit_wall,20
5,7,9,1,0.14285714285714285,3,hit_wall,21
41,29,62,2,0.06060606060606061,8,hit_wall,132
9,13,14,0,-0.027777777777777776,-1,hit_wall,36
19,36,27,2,0.0975609756097561,8,hit_wall,82
8,4,6,0,-0.05555555555555555,-1,hit_wall,18
7,4,8,1,0.15789473684210525,3,hit_wall,19
2,4,5,1,0.2727272727272727,3,hit_wall,11
15,12,12,1,0.07692307692307693,3,hit_wall,39
6,10,9,1,0.12,3,hit_wall,25
18,29,19,2,0.12121212121212122,8,hit_wall,66
6,8,14,0,-0.03571428571428571,-1,hit_wall,28
14,14,25,3,0.2641509433962264,14,hit_own_body,53
19,27,39,2,0.09411764705882353,8,hit_own_body,85
21,20,31,2,0.1111111111111111,8,hit_wall,72
13,10,10,1,0.09090909090909091,3,hit_wall,33
25,36,30,1,0.03296703296703297,3,hit_wall,91
16,20,26,2,0.12903225806451613,8,hit_wall,62
5,12,3,2,0.4,8,hit_own_body,20
8,6,5,1,0.15789473684210525,3,hit_wall,19
8,16,14,1,0.07894736842105263,3,hit_wall,38
4,2,2,0,-0.125,-1,hit_wall,8
7,4,4,0,-0.06666666666666667,-1,hit_wall,15
8,7,2,1,0.17647058823529413,3,hit_wall,17
5,6,6,0,-0.058823529411764705,-1,hit_wall,17
10,11,14,1,0.08571428571428572,3,hit_wall,35
7,6,10,2,0.34782608695652173,8,hit_own_body,23
6,13,13,2,0.25,8,hit_own_body,32
10,11,22,2,0.18604651162790697,8,hit_own_body,43
19,19,21,1,0.05084745762711865,3,hit_wall,59
13,17,8,1,0.07894736842105263,3,hit_wall,38
9,4,8,1,0.14285714285714285,3,hit_wall,21
15,14,8,1,0.08108108108108109,3,hit_wall,37
6,12,7,1,0.12,3,hit_wall,25
6,6,6,1,0.16666666666666666,3,hit_wall,18
11,9,9,2,0.27586206896551724,8,hit_wall,29
24,31,18,4,0.2876712328767123,21,hit_own_body,73
8,4,6,1,0.16666666666666666,3,hit_wall,18
19,29,30,2,0.10256410256410256,8,hit_wall,78
13,22,14,2,0.16326530612244897,8,hit_own_body,49
7,19,15,3,0.34146341463414637,14,hit_wall,41
9,10,20,0,-0.02564102564102564,-1,hit_wall,39
9,4,7,2,0.4,8,hit_wall,20
12,11,9,2,0.25,8,hit_wall,32
23,24,18,1,0.046153846153846156,3,hit_wall,65
5,12,4,0,-0.047619047619047616,-1,hit_wall,21
20,26,28,2,0.10810810810810811,8,hit_own_body,74
