action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
25,16,15,2,0.14285714285714285,8,hit_wall,56
5,8,8,2,0.38095238095238093,8,hit_wall,21
42,53,29,0,-0.008064516129032258,-1,hit_wall,124
27,48,54,1,0.023255813953488372,3,hit_wall,129
9,11,14,1,0.08823529411764706,3,hit_wall,34
5,3,3,0,-0.09090909090909091,-1,hit_wall,11
13,17,11,1,0.07317073170731707,3,hit_wall,41
5,16,13,0,-0.029411764705882353,-1,hit_wall,34
5,3,7,0,-0.06666666666666667,-1,hit_wall,15
9,10,9,0,-0.03571428571428571,-1,hit_wall,28
32,35,27,2,0.0851063829787234,8,hit_wall,94
13,14,19,0,-0.021739130434782608,-1,hit_wall,46
7,5,5,0,-0.058823529411764705,-1,hit_wall,17
18,8,20,1,0.06521739130434782,3,hit_wall,46
4,6,11,0,-0.047619047619047616,-1,hit_wall,21
7,8,5,0,-0.05,-1,hit_wall,20
12,15,21,0,-0.020833333333333332,-1,hit_wall,48
18,12,23,0,-0.018867924528301886,-1,hit_wall,53
8,4,4,0,-0.0625,-1,hit_wall,16
9,15,12,0,-0.027777777777777776,-1,hit_wall,36
18,13,26,0,-0.017543859649122806,-1,hit_wall,57
8,7,2,0,-0.058823529411764705,-1,hit_wall,17
18,17,19,0,-0.018518518518518517,-1,hit_wall,54
2,9,6,0,-0.058823529411764705,-1,hit_wall,17
12,11,9,0,-0.03125,-1,hit_wall,32
9,2,5,0,-0.0625,-1,hit_wall,16
4,6,7,0,-0.058823529411764705,-1,hit_wall,17
6,7,11,0,-0.041666666666666664,-1,hit_wall,24
11,10,25,0,-0.021739130434782608,-1,hit_wall,46
8,7,8,0,-0.043478260869565216,-1,hit_wall,23
19,23,17,0,-0.01694915254237288,-1,hit_wall,59
4,4,3,0,-0.09090909090909091,-1,hit_wall,11
7,4,5,0,-0.0625,-1,hit_wall,16
8,6,8,0,-0.045454545454545456,-1,hit_wall,22
16,14,22,1,0.057692307692307696,3,hit_wall,52
1,6,5,0,-0.08333333333333333,-1,hit_wall,12
12,10,11,0,-0.030303030303030304,-1,hit_wall,33
6,7,12,0,-0.04,-1,hit_wall,25
5,5,4,0,-0.07142857142857142,-1,hit_wall,14
8,5,8,0,-0.047619047619047616,-1,hit_wall,21
19,26,28,0,-0.0136986301369863,-1,hit_wall,73
6,6,4,0,-0.0625,-1,hit_wall,16
11,9,13,0,-0.030303030303030304,-1,hit_wall,33
28,45,32,0,-0.009523809523809525,-1,hit_wall,105
26,33,40,0,-0.010101010101010102,-1,hit_wall,99
5,1,2,0,-0.125,-1,hit_wall,8
6,4,8,0,-0.05555555555555555,-1,hit_wall,18
7,6,2,0,-0.06666666666666667,-1,hit_wall,15
16,9,13,0,-0.02631578947368421,-1,hit_wall,38
6,4,3,0,-0.07692307692307693,-1,hit_wall,13
2,7,7,0,-0.0625,-1,hit_wall,16
5,5,8,1,0.16666666666666666,3,hit_wall,18
8,7,6,0,-0.047619047619047616,-1,hit_wall,21
