action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
4,2,2,0,-0.125,-1,hit_wall,8
4,2,3,0,-0.1111111111111111,-1,hit_wall,9
3,3,7,0,-0.07692307692307693,-1,hit_wall,13
8,16,11,0,-0.02857142857142857,-1,hit_wall,35
16,27,31,1,0.04054054054054054,3,hit_wall,74
3,11,8,0,-0.045454545454545456,-1,hit_wall,22
3,5,5,0,-0.07692307692307693,-1,hit_wall,13
12,9,6,0,-0.037037037037037035,-1,hit_wall,27
5,2,2,0,-0.1111111111111111,-1,hit_wall,9
5,2,2,0,-0.1111111111111111,-1,hit_wall,9
5,3,2,0,-0.1,-1,hit_wall,10
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
10,16,7,0,-0.030303030303030304,-1,hit_wall,33
2,3,3,0,-0.125,-1,hit_wall,8
13,12,11,0,-0.027777777777777776,-1,hit_wall,36
5,2,2,0,-0.1111111111111111,-1,hit_wall,9
9,11,5,1,0.12,3,hit_wall,25
7,5,2,0,-0.07142857142857142,-1,hit_wall,14
11,11,7,0,-0.034482758620689655,-1,hit_wall,29
5,2,1,0,-0.125,-1,hit_wall,8
18,16,32,0,-0.015151515151515152,-1,hit_wall,66
6,8,5,0,-0.05263157894736842,-1,hit_wall,19
8,17,20,1,0.06666666666666667,3,hit_wall,45
31,33,35,0,-0.010101010101010102,-1,hit_wall,99
4,4,5,0,-0.07692307692307693,-1,hit_wall,13
8,7,8,0,-0.043478260869565216,-1,hit_wall,23
3,2,2,0,-0.14285714285714285,-1,hit_wall,7
3,9,4,0,-0.0625,-1,hit_wall,16
11,12,6,0,-0.034482758620689655,-1,hit_wall,29
4,4,3,0,-0.09090909090909091,-1,hit_wall,11
1,6,6,0,-0.07692307692307693,-1,hit_wall,13
34,24,36,0,-0.010638297872340425,-1,hit_wall,94
5,1,1,0,-0.14285714285714285,-1,hit_wall,7
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
10,2,3,1,0.2,3,hit_wall,15
4,1,1,0,-0.16666666666666666,-1,hit_wall,6
4,6,9,0,-0.05263157894736842,-1,hit_wall,19
5,4,5,0,-0.07142857142857142,-1,hit_wall,14
8,15,31,0,-0.018518518518518517,-1,hit_wall,54
14,29,18,1,0.04918032786885246,3,hit_wall,61
8,8,3,0,-0.05263157894736842,-1,hit_wall,19
17,17,27,1,0.04918032786885246,3,hit_wall,61
6,5,4,1,0.2,3,hit_wall,15
4,1,5,0,-0.1,-1,hit_wall,10
11,19,20,0,-0.02,-1,hit_wall,50
10,21,12,0,-0.023255813953488372,-1,hit_wall,43
16,28,21,0,-0.015384615384615385,-1,hit_wall,65
9,10,3,1,0.13636363636363635,3,hit_wall,22
5,8,7,0,-0.05,-1,hit_wall,20
3,7,3,0,-0.07692307692307693,-1,hit_wall,13
5,4,8,0,-0.058823529411764705,-1,hit_wall,17
20,21,28,0,-0.014492753623188406,-1,hit_wall,69
